flights,departure_lat,departure_lng,arrival_lat,arrival_lng,year,node_dc,urban_group
332,38.322769,106.393303,40.853503,111.826381,2016,0.331034,none
332,29.030001,105.470001,22.63925,113.8106,2016,0.091954,none
332,40.084152,116.592735,34.571659,118.873596,2016,0.887356,bth
332,38.274376,114.694427,25.935061,119.6632,2016,0.337931,bth
331,50.179364,127.320183,52.918043,122.432117,2016,0.013793,none
331,26.721945,112.618057,40.084152,116.592735,2016,0.11954,none
331,40.084152,116.592735,26.721945,112.618057,2016,0.31954,bth
331,40.084152,116.592735,38.358264,109.599254,2016,0.887356,bth
331,38.274376,114.694427,31.986345,116.970474,2016,0.337931,bth
331,38.358264,109.599254,40.084152,116.592735,2016,0.098851,none
330,21.53944,109.2938,23.392429,113.298698,2016,0.151724,none
330,29.71921,106.641602,32.072922,120.975601,2016,0.696552,none
330,25.935061,119.6632,29.932602,122.364994,2016,0.374713,none
330,25.935061,119.6632,38.274376,114.694427,2016,0.374713,none
330,40.853503,111.826381,22.63925,113.8106,2016,0.337931,none
330,31.986345,116.970474,38.274376,114.694427,2016,0.28046,yrd
330,29.932602,122.364994,25.935061,119.6632,2016,0.073563,yrd
330,34.571659,118.873596,40.084152,116.592735,2016,0.14023,none
330,42.071926,127.609218,45.623402,126.250298,2016,0.087356,none
330,42.071926,127.609218,39.124352,117.3461,2016,0.087356,none
330,39.124352,117.3461,41.639839,123.483398,2016,0.572414,bth
330,32.150551,112.290802,30.783751,114.208099,2016,0.142529,none
329,29.101431,110.447943,25.2181,110.039101,2016,0.154023,none
329,32.072922,120.975601,29.71921,106.641602,2016,0.172414,yrd
329,52.918043,122.432117,50.179364,127.320183,2016,0.013793,none
329,40.540833,122.35833,31.14337,121.805199,2016,0.048276,none
328,28.962971,118.901832,40.084152,116.592735,2016,0.036782,none
328,45.46725,84.956487,40.084152,116.592735,2016,0.064368,none
328,40.084152,116.592735,28.962971,118.901832,2016,0.31954,bth
328,40.084152,116.592735,45.46725,84.956487,2016,0.887356,bth
328,22.63925,113.8106,38.322769,106.393303,2016,0.63908,prd
327,23.392429,113.298698,21.53944,109.2938,2016,0.675862,prd
327,48.206004,134.371681,45.623402,126.250298,2016,0.009195,none
327,25.2181,110.039101,29.101431,110.447943,2016,0.303448,none
327,36.51524,103.620697,36.266102,120.374397,2016,0.436782,none
327,40.084152,116.592735,27.91222,120.851898,2016,0.31954,bth
327,42.071926,127.609218,40.084152,116.592735,2016,0.087356,none
327,31.14337,121.805199,40.540833,122.35833,2016,0.772414,yrd
326,45.623402,126.250298,48.206004,134.371681,2016,0.452874,none
326,36.51524,103.620697,41.639839,123.483398,2016,0.436782,none
326,22.63925,113.8106,34.741112,112.388298,2016,0.63908,prd
326,27.91222,120.851898,40.084152,116.592735,2016,0.324138,none
325,45.46725,84.956487,43.957321,81.33329,2016,0.064368,none
325,34.741112,112.388298,22.63925,113.8106,2016,0.126437,none
325,41.639839,123.483398,39.124352,117.3461,2016,0.445977,none
325,22.63925,113.8106,29.030001,105.470001,2016,0.63908,prd
325,24.939379,98.482025,22.63925,113.8106,2016,0.055172,none
324,29.71921,106.641602,36.247454,113.131759,2016,0.696552,none
324,28.196667,113.220833,25.647097,100.320711,2016,0.510345,none
324,25.647097,100.320711,28.196667,113.220833,2016,0.11954,none
324,31.428986,104.743592,31.196099,121.339766,2016,0.193103,none
324,40.084152,116.592735,26.25699,105.8774,2016,0.31954,bth
324,42.071926,127.609218,42.885662,129.439362,2016,0.087356,none
324,31.196099,121.339766,27.698972,118.004959,2016,0.358621,yrd
324,22.63925,113.8106,24.939379,98.482025,2016,0.63908,prd
324,39.124352,117.3461,38.322769,106.393303,2016,0.572414,bth
324,43.957321,81.33329,45.46725,84.956487,2016,0.073563,none
323,36.247454,113.131759,40.084152,116.592735,2016,0.082759,none
323,25.101944,102.929169,26.338661,111.610046,2016,0.641379,none
323,40.084152,116.592735,36.247454,113.131759,2016,0.887356,bth
323,41.639839,123.483398,36.51524,103.620697,2016,0.445977,none
323,36.266102,120.374397,36.51524,103.620697,2016,0.445977,none
323,39.124352,117.3461,41.541983,120.44019,2016,0.572414,bth
323,39.124352,117.3461,42.071926,127.609218,2016,0.572414,bth
323,39.124352,117.3461,34.558077,105.864711,2016,0.572414,bth
323,36.525322,102.037537,25.101944,102.929169,2016,0.257471,none
323,42.885662,129.439362,42.071926,127.609218,2016,0.05977,none
322,41.541983,120.44019,39.124352,117.3461,2016,0.02069,none
322,34.558077,105.864711,39.124352,117.3461,2016,0.022989,none
322,27.698972,118.004959,22.608259,108.172401,2016,0.068966,none
321,28.196667,113.220833,35.116669,111.039719,2016,0.510345,none
321,35.116669,111.039719,28.196667,113.220833,2016,0.135632,none
320,43.996208,125.685303,37.185852,122.234969,2016,0.264368,none
320,30.2295,120.434402,26.25699,105.8774,2016,0.602299,yrd
320,38.322769,106.393303,22.63925,113.8106,2016,0.331034,none
320,38.322769,106.393303,39.124352,117.3461,2016,0.331034,none
320,40.084152,116.592735,40.062064,113.486564,2016,0.31954,bth
320,40.084152,116.592735,29.826679,121.461899,2016,0.31954,bth
320,29.826679,121.461899,40.084152,116.592735,2016,0.365517,yrd
320,37.185852,122.234969,43.996208,125.685303,2016,0.105747,none
320,43.913873,115.966246,39.124352,117.3461,2016,0.025287,none
319,26.25699,105.8774,40.084152,116.592735,2016,0.055172,none
319,40.062064,113.486564,40.084152,116.592735,2016,0.105747,none
319,19.934851,110.4589,36.266102,120.374397,2016,0.526437,none
319,40.084152,116.592735,30.738176,117.690942,2016,0.31954,bth
319,39.124352,117.3461,32.072922,120.975601,2016,0.572414,bth
319,39.124352,117.3461,43.913873,115.966246,2016,0.572414,bth
318,42.159704,118.846745,41.639839,123.483398,2016,0.05977,none
318,27.91222,120.851898,38.96566,121.538597,2016,0.324138,none
318,21.214439,110.358299,28.196667,113.220833,2016,0.154023,none
318,27.807451,107.250743,31.14337,121.805199,2016,0.172414,none
317,30.580776,117.055412,31.196099,121.339766,2016,0.05977,none
317,26.25699,105.8774,30.2295,120.434402,2016,0.055172,none
317,38.96566,121.538597,34.571659,118.873596,2016,0.441379,none
317,24.794776,118.593069,36.266102,120.374397,2016,0.206897,none
317,30.738176,117.690942,40.084152,116.592735,2016,0.045977,yrd
317,26.338661,111.610046,25.101944,102.929169,2016,0.050575,none
317,34.571659,118.873596,38.96566,121.538597,2016,0.14023,none
317,31.14337,121.805199,27.807451,107.250743,2016,0.772414,yrd
317,31.196099,121.339766,30.580776,117.055412,2016,0.358621,yrd
317,36.266102,120.374397,24.794776,118.593069,2016,0.445977,none
316,39.667458,119.067308,31.14337,121.805199,2016,0.055172,bth
316,28.196667,113.220833,21.214439,110.358299,2016,0.510345,none
316,31.14337,121.805199,39.667458,119.067308,2016,0.772414,yrd
316,30.783751,114.208099,29.101431,110.447943,2016,0.425287,none
315,19.934851,110.4589,27.300278,105.301392,2016,0.526437,none
315,25.101944,102.929169,36.525322,102.037537,2016,0.641379,none
315,36.266102,120.374397,19.934851,110.4589,2016,0.445977,none
315,27.698972,118.004959,31.196099,121.339766,2016,0.068966,none
314,38.96566,121.538597,27.91222,120.851898,2016,0.441379,none
314,32.072922,120.975601,39.124352,117.3461,2016,0.172414,yrd
314,40.084152,116.592735,42.071926,127.609218,2016,0.887356,bth
314,40.084152,116.592735,40.927157,107.744545,2016,0.887356,bth
314,40.927157,107.744545,40.084152,116.592735,2016,0.041379,none
314,41.639839,123.483398,42.159704,118.846745,2016,0.445977,none
314,24.939379,98.482025,34.438157,108.764819,2016,0.055172,none
313,29.101431,110.447943,30.783751,114.208099,2016,0.154023,none
312,29.29777,90.911942,29.301565,94.336061,2016,0.11954,none
312,22.608259,108.172401,27.698972,118.004959,2016,0.4,none
312,36.525322,102.037537,39.124352,117.3461,2016,0.257471,none
311,18.302891,109.412201,43.996208,125.685303,2016,0.335632,none
311,39.124352,117.3461,36.525322,102.037537,2016,0.572414,bth
310,43.996208,125.685303,18.302891,109.412201,2016,0.264368,none
310,30.57852,103.946999,29.348303,89.313836,2016,0.721839,none
310,30.57852,103.946999,37.657223,120.987221,2016,0.721839,none
310,26.538521,106.800697,21.53944,109.2938,2016,0.471264,none
310,40.084152,116.592735,25.082371,104.962212,2016,0.31954,bth
309,25.082371,104.962212,40.084152,116.592735,2016,0.078161,none
309,29.348303,89.313836,30.57852,103.946999,2016,0.013793,none
309,34.438157,108.764819,27.698972,118.004959,2016,0.770115,none
308,25.101944,102.929169,23.5525,116.505836,2016,0.641379,none
308,34.438157,108.764819,38.833507,105.668991,2016,0.770115,none
308,37.657223,120.987221,30.57852,103.946999,2016,0.273563,none
307,36.247454,113.131759,23.392429,113.298698,2016,0.082759,none
307,23.0497,114.607144,25.101944,102.929169,2016,0.137931,prd
307,29.301565,94.336061,29.29777,90.911942,2016,0.041379,none
307,23.5525,116.505836,25.101944,102.929169,2016,0.245977,none
307,27.698972,118.004959,34.438157,108.764819,2016,0.068966,none
307,34.438157,108.764819,35.802506,107.604593,2016,0.770115,none
307,36.525322,102.037537,38.322769,106.393303,2016,0.257471,none
306,38.833507,105.668991,34.438157,108.764819,2016,0.036782,none
306,38.96566,121.538597,42.159704,118.846745,2016,0.441379,none
306,38.96566,121.538597,34.741112,112.388298,2016,0.441379,none
306,19.934851,110.4589,24.268999,116.103996,2016,0.526437,none
306,35.802506,107.604593,34.438157,108.764819,2016,0.050575,none
306,34.741112,112.388298,38.96566,121.538597,2016,0.126437,none
306,24.268999,116.103996,19.934851,110.4589,2016,0.068966,none
306,34.438157,108.764819,28.797781,104.550293,2016,0.770115,none
306,28.797781,104.550293,34.438157,108.764819,2016,0.091954,none
306,22.00666,113.376297,29.344563,120.028809,2016,0.289655,prd
305,27.300278,105.301392,19.934851,110.4589,2016,0.117241,none
305,40.084152,116.592735,23.0497,114.607144,2016,0.31954,bth
305,18.302891,109.412201,37.746891,112.628403,2016,0.335632,none
304,39.667458,119.067308,38.274376,114.694427,2016,0.055172,bth
304,42.159704,118.846745,40.55999,109.996902,2016,0.05977,none
304,30.2295,120.434402,32.591667,110.907776,2016,0.602299,yrd
304,38.322769,106.393303,31.196099,121.339766,2016,0.331034,none
304,25.101944,102.929169,23.0497,114.607144,2016,0.641379,none
304,22.63925,113.8106,29.344563,120.028809,2016,0.63908,prd
304,37.746891,112.628403,18.302891,109.412201,2016,0.328736,none
304,32.591667,110.907776,34.438157,108.764819,2016,0.144828,none
303,40.062064,113.486564,36.247454,113.131759,2016,0.105747,none
303,31.428986,104.743592,28.196667,113.220833,2016,0.193103,none
303,31.196099,121.339766,38.322769,106.393303,2016,0.358621,yrd
303,31.196099,121.339766,30.556473,111.479942,2016,0.358621,yrd
303,29.344563,120.028809,22.63925,113.8106,2016,0.087356,yrd
302,28.196667,113.220833,31.428986,104.743592,2016,0.510345,none
302,31.986345,116.970474,29.344563,120.028809,2016,0.28046,yrd
302,23.0497,114.607144,40.084152,116.592735,2016,0.137931,prd
302,40.084152,116.592735,38.96566,121.538597,2016,0.31954,bth
302,34.438157,108.764819,24.939379,98.482025,2016,0.770115,none
301,23.392429,113.298698,36.247454,113.131759,2016,0.675862,prd
301,36.247454,113.131759,40.062064,113.486564,2016,0.082759,none
301,38.96566,121.538597,40.084152,116.592735,2016,0.441379,none
301,37.746891,112.628403,38.322769,106.393303,2016,0.328736,none
301,29.344563,120.028809,22.00666,113.376297,2016,0.087356,yrd
300,41.263252,80.293103,34.438157,108.764819,2016,0.045977,none
300,21.53944,109.2938,26.538521,106.800697,2016,0.151724,none
300,38.322769,106.393303,36.525322,102.037537,2016,0.331034,none
300,36.857208,117.215897,34.519669,113.840797,2016,0.390805,none
300,32.591667,110.907776,30.2295,120.434402,2016,0.144828,none
300,34.438157,108.764819,32.591667,110.907776,2016,0.770115,none
300,29.344563,120.028809,25.935061,119.6632,2016,0.087356,yrd
299,34.519669,113.840797,39.124352,117.3461,2016,0.478161,none
299,42.159704,118.846745,38.96566,121.538597,2016,0.05977,none
299,34.438157,108.764819,41.263252,80.293103,2016,0.770115,none
298,28.196667,113.220833,28.559344,121.430963,2016,0.510345,none
298,38.322769,106.393303,37.746891,112.628403,2016,0.331034,none
298,27.807451,107.250743,34.438157,108.764819,2016,0.172414,none
297,28.559344,121.430963,28.196667,113.220833,2016,0.064368,yrd
297,25.101944,102.929169,34.741112,112.388298,2016,0.641379,none
297,18.302891,109.412201,27.807451,107.250743,2016,0.335632,none
297,39.124352,117.3461,34.519669,113.840797,2016,0.572414,bth
297,34.438157,108.764819,27.807451,107.250743,2016,0.770115,none
296,34.519669,113.840797,36.857208,117.215897,2016,0.478161,none
296,42.885662,129.439362,37.657223,120.987221,2016,0.05977,none
296,37.657223,120.987221,42.885662,129.439362,2016,0.273563,none
296,27.807451,107.250743,18.302891,109.412201,2016,0.172414,none
295,40.55999,109.996902,42.159704,118.846745,2016,0.181609,none
295,34.741112,112.388298,25.101944,102.929169,2016,0.126437,none
292,30.2295,120.434402,36.646822,119.122362,2016,0.602299,yrd
292,25.101944,102.929169,25.082371,104.962212,2016,0.641379,none
292,36.646822,119.122362,30.2295,120.434402,2016,0.066667,none
291,38.322769,106.393303,23.392429,113.298698,2016,0.331034,none
291,40.084152,116.592735,27.698972,118.004959,2016,0.887356,bth
290,25.082371,104.962212,31.196099,121.339766,2016,0.078161,none
290,23.392429,113.298698,38.322769,106.393303,2016,0.675862,prd
290,23.392429,113.298698,26.853279,114.742649,2016,0.675862,prd
290,27.789482,99.679921,29.29777,90.911942,2016,0.036782,none
290,26.853279,114.742649,23.392429,113.298698,2016,0.068966,none
289,21.53944,109.2938,31.742041,118.862,2016,0.151724,none
289,29.101431,110.447943,30.2295,120.434402,2016,0.154023,none
289,30.2295,120.434402,29.101431,110.447943,2016,0.602299,yrd
289,25.101944,102.929169,31.91972,119.778603,2016,0.641379,none
289,29.29777,90.911942,28.196667,113.220833,2016,0.11954,none
289,27.698972,118.004959,40.084152,116.592735,2016,0.068966,none
289,32.563057,119.718887,39.124352,117.3461,2016,0.137931,yrd
288,29.29777,90.911942,27.789482,99.679921,2016,0.11954,none
288,31.742041,118.862,21.53944,109.2938,2016,0.43908,yrd
288,22.63925,113.8106,29.101431,110.447943,2016,0.63908,prd
287,21.53944,109.2938,31.196099,121.339766,2016,0.151724,none
287,30.57852,103.946999,35.116669,111.039719,2016,0.721839,none
287,29.826679,121.461899,30.556473,111.479942,2016,0.365517,yrd
287,35.116669,111.039719,30.57852,103.946999,2016,0.135632,none
286,31.91972,119.778603,25.101944,102.929169,2016,0.124138,yrd
286,29.101431,110.447943,22.63925,113.8106,2016,0.154023,none
286,25.2181,110.039101,30.783751,114.208099,2016,0.303448,none
286,30.783751,114.208099,25.2181,110.039101,2016,0.425287,none
284,36.266102,120.374397,29.932602,122.364994,2016,0.445977,none
284,39.124352,117.3461,32.591667,110.907776,2016,0.572414,bth
284,30.556473,111.479942,29.826679,121.461899,2016,0.181609,none
283,25.082371,104.962212,25.101944,102.929169,2016,0.078161,none
283,40.853503,111.826381,19.934851,110.4589,2016,0.337931,none
283,29.030001,105.470001,26.538521,106.800697,2016,0.091954,none
282,29.71921,106.641602,39.495789,109.867412,2016,0.696552,none
282,29.932602,122.364994,36.266102,120.374397,2016,0.073563,yrd
281,39.495789,109.867412,31.742041,118.862,2016,0.165517,none
281,19.934851,110.4589,40.853503,111.826381,2016,0.526437,none
281,23.0497,114.607144,29.71921,106.641602,2016,0.137931,prd
281,31.742041,118.862,39.495789,109.867412,2016,0.43908,yrd
281,31.196099,121.339766,25.082371,104.962212,2016,0.358621,yrd
280,29.71921,106.641602,23.0497,114.607144,2016,0.696552,none
280,39.495789,109.867412,29.71921,106.641602,2016,0.165517,none
280,30.2295,120.434402,33.385555,120.125275,2016,0.602299,yrd
280,35.402879,119.331808,40.084152,116.592735,2016,0.078161,none
280,37.746891,112.628403,33.385555,120.125275,2016,0.328736,none
280,27.91222,120.851898,35.046112,118.411667,2016,0.324138,none
280,33.385555,120.125275,30.2295,120.434402,2016,0.147126,yrd
279,34.519669,113.840797,32.072922,120.975601,2016,0.478161,none
279,29.71921,106.641602,32.563057,119.718887,2016,0.696552,none
279,40.853503,111.826381,29.71921,106.641602,2016,0.337931,none
279,26.538521,106.800697,29.030001,105.470001,2016,0.471264,none
279,25.2181,110.039101,23.454392,111.253453,2016,0.303448,none
279,35.046112,118.411667,27.91222,120.851898,2016,0.126437,none
279,32.072922,120.975601,34.519669,113.840797,2016,0.172414,yrd
279,40.084152,116.592735,35.402879,119.331808,2016,0.887356,bth
279,33.385555,120.125275,37.746891,112.628403,2016,0.147126,yrd
278,29.71921,106.641602,36.078195,106.222016,2016,0.696552,none
278,31.14337,121.805199,35.29364,116.353255,2016,0.772414,yrd
278,18.302891,109.412201,24.204142,109.398889,2016,0.335632,none
278,23.454392,111.253453,25.2181,110.039101,2016,#N/A,none
277,38.833507,105.668991,42.014143,101.002862,2016,0.036782,none
277,33.788792,119.131102,31.14337,121.805199,2016,0.170115,none
277,45.623402,126.250298,40.540833,122.35833,2016,0.452874,none
277,35.29364,116.353255,45.623402,126.250298,2016,0.137931,none
277,35.402879,119.331808,24.544029,118.127701,2016,0.078161,none
277,41.639839,123.483398,36.247454,113.131759,2016,0.445977,none
277,41.639839,123.483398,33.788792,119.131102,2016,0.445977,none
277,39.124352,117.3461,32.563057,119.718887,2016,0.572414,bth
277,32.591667,110.907776,39.124352,117.3461,2016,0.144828,none
277,24.544029,118.127701,35.402879,119.331808,2016,0.436782,none
277,32.563057,119.718887,29.71921,106.641602,2016,0.137931,yrd
277,27.323463,103.757591,29.71921,106.641602,2016,0.045977,none
276,36.247454,113.131759,41.639839,123.483398,2016,0.082759,none
276,26.538521,106.800697,31.492889,120.424377,2016,0.471264,none
276,31.492889,120.424377,26.538521,106.800697,2016,0.186207,yrd
275,36.247454,113.131759,25.101944,102.929169,2016,0.082759,none
275,45.623402,126.250298,35.29364,116.353255,2016,0.452874,none
275,38.322769,106.393303,38.274376,114.694427,2016,0.331034,none
275,35.29364,116.353255,31.14337,121.805199,2016,0.137931,none
275,25.101944,102.929169,36.247454,113.131759,2016,0.641379,none
275,24.544029,118.127701,21.214439,110.358299,2016,0.436782,none
274,29.71921,106.641602,40.853503,111.826381,2016,0.696552,none
274,30.57852,103.946999,25.082371,104.962212,2016,0.721839,none
274,42.014143,101.002862,38.833507,105.668991,2016,0.004598,none
273,31.14337,121.805199,33.788792,119.131102,2016,0.772414,yrd
273,21.214439,110.358299,24.544029,118.127701,2016,0.154023,none
272,33.788792,119.131102,41.639839,123.483398,2016,0.170115,none
272,24.794776,118.593069,36.857208,117.215897,2016,0.206897,none
272,36.857208,117.215897,24.794776,118.593069,2016,0.390805,none
272,27.91222,120.851898,43.996208,125.685303,2016,0.324138,none
272,40.540833,122.35833,45.623402,126.250298,2016,0.048276,none
271,25.082371,104.962212,30.57852,103.946999,2016,0.078161,none
271,43.996208,125.685303,27.91222,120.851898,2016,0.264368,none
271,36.078195,106.222016,29.71921,106.641602,2016,0.018391,none
270,31.14337,121.805199,32.98,112.610001,2016,0.772414,yrd
270,38.274376,114.694427,38.322769,106.393303,2016,0.337931,bth
269,40.853503,111.826381,38.358264,109.599254,2016,0.337931,none
269,40.853503,111.826381,36.525322,102.037537,2016,0.337931,none
269,32.98,112.610001,31.14337,121.805199,2016,0.087356,none
269,36.525322,102.037537,40.853503,111.826381,2016,0.257471,none
268,29.71921,106.641602,38.358264,109.599254,2016,0.696552,none
268,30.57852,103.946999,22.79102,100.96042,2016,0.721839,none
268,24.204142,109.398889,30.783751,114.208099,2016,0.085057,none
268,31.428986,104.743592,38.274376,114.694427,2016,0.193103,none
268,31.742041,118.862,29.101431,110.447943,2016,0.43908,yrd
268,38.274376,114.694427,31.428986,104.743592,2016,0.337931,bth
268,22.79102,100.96042,30.57852,103.946999,2016,0.022989,none
268,38.358264,109.599254,29.71921,106.641602,2016,0.098851,none
267,29.101431,110.447943,31.742041,118.862,2016,0.154023,none
267,38.358264,109.599254,40.853503,111.826381,2016,0.098851,none
266,28.196667,113.220833,29.29777,90.911942,2016,0.510345,none
266,27.882209,109.3144,29.826679,121.461899,2016,0.126437,none
265,19.934851,110.4589,32.563057,119.718887,2016,0.526437,none
265,31.986345,116.970474,29.730427,118.261088,2016,0.28046,yrd
264,38.358264,109.599254,45.623402,126.250298,2016,0.098851,none
264,37.657223,120.987221,24.544029,118.127701,2016,0.273563,none
263,40.853503,111.826381,28.865,115.900002,2016,0.337931,none
263,26.683332,100.25,21.53944,109.2938,2016,0.216092,none
263,23.5525,116.505836,21.214439,110.358299,2016,0.245977,none
263,24.544029,118.127701,37.657223,120.987221,2016,0.436782,none
263,32.563057,119.718887,19.934851,110.4589,2016,0.137931,yrd
263,21.214439,110.358299,23.5525,116.505836,2016,0.154023,none
262,21.53944,109.2938,26.683332,100.25,2016,0.151724,none
262,28.91888,111.640198,40.084152,116.592735,2016,0.082759,none
262,33.788792,119.131102,34.438157,108.764819,2016,0.170115,none
261,28.865,115.900002,40.853503,111.826381,2016,0.324138,none
260,25.935061,119.6632,29.344563,120.028809,2016,0.374713,none
260,24.204142,109.398889,18.302891,109.412201,2016,0.085057,none
260,29.826679,121.461899,27.882209,109.3144,2016,0.365517,yrd
260,24.939379,98.482025,30.57852,103.946999,2016,0.055172,none
260,34.438157,108.764819,33.788792,119.131102,2016,0.770115,none
260,29.344563,120.028809,31.986345,116.970474,2016,0.087356,yrd
259,36.51524,103.620697,38.322769,106.393303,2016,0.436782,none
258,28.196667,113.220833,34.052925,117.554077,2016,0.510345,none
258,30.57852,103.946999,24.939379,98.482025,2016,0.721839,none
258,42.843005,93.664048,34.438157,108.764819,2016,0.05977,none
258,28.559344,121.430963,29.71921,106.641602,2016,0.064368,yrd
258,38.322769,106.393303,36.51524,103.620697,2016,0.331034,none
258,34.052925,117.554077,28.196667,113.220833,2016,0.156322,none
257,29.71921,106.641602,28.559344,121.430963,2016,0.696552,none
257,39.495789,109.867412,40.853503,111.826381,2016,0.165517,none
257,29.29777,90.911942,36.51524,103.620697,2016,0.11954,none
257,34.438157,108.764819,42.843005,93.664048,2016,0.770115,none
256,49.209334,119.830223,46.200408,122.007318,2016,0.14023,none
256,45.623402,126.250298,49.569633,117.337784,2016,0.452874,none
256,45.623402,126.250298,38.358264,109.599254,2016,0.452874,none
256,49.569633,117.337784,45.623402,126.250298,2016,0.071264,none
255,28.91888,111.640198,31.196099,121.339766,2016,0.082759,none
255,40.853503,111.826381,39.495789,109.867412,2016,0.337931,none
255,30.2295,120.434402,33.788792,119.131102,2016,0.602299,yrd
255,40.084152,116.592735,28.91888,111.640198,2016,0.887356,bth
255,31.196099,121.339766,28.91888,111.640198,2016,0.358621,yrd
254,28.91888,111.640198,25.101944,102.929169,2016,0.082759,none
254,28.196667,113.220833,21.53944,109.2938,2016,0.510345,none
254,19.934851,110.4589,23.0497,114.607144,2016,0.526437,none
254,46.200408,122.007318,49.209334,119.830223,2016,0.05977,none
254,23.0497,114.607144,34.438157,108.764819,2016,0.137931,prd
254,26.683332,100.25,25.082371,104.962212,2016,0.216092,none
253,25.082371,104.962212,26.683332,100.25,2016,0.078161,none
253,25.082371,104.962212,29.826679,121.461899,2016,0.078161,none
253,29.71921,106.641602,29.344563,120.028809,2016,0.696552,none
253,38.96566,121.538597,33.788792,119.131102,2016,0.441379,none
253,33.788792,119.131102,30.2295,120.434402,2016,0.170115,none
253,23.0497,114.607144,19.934851,110.4589,2016,0.137931,prd
253,25.101944,102.929169,28.91888,111.640198,2016,0.641379,none
253,25.2181,110.039101,38.322769,106.393303,2016,0.303448,none
253,29.826679,121.461899,25.082371,104.962212,2016,0.365517,yrd
253,39.124352,117.3461,27.91222,120.851898,2016,0.572414,bth
253,29.344563,120.028809,29.71921,106.641602,2016,0.087356,yrd
252,33.788792,119.131102,38.96566,121.538597,2016,0.170115,none
252,27.91222,120.851898,39.124352,117.3461,2016,0.324138,none
252,34.438157,108.764819,23.0497,114.607144,2016,0.770115,none
251,40.55999,109.996902,43.907101,87.474243,2016,0.181609,none
251,21.53944,109.2938,28.196667,113.220833,2016,0.151724,none
250,29.71921,106.641602,27.323463,103.757591,2016,0.696552,none
250,30.57852,103.946999,21.53944,109.2938,2016,0.721839,none
250,39.495789,109.867412,45.623402,126.250298,2016,0.165517,none
250,45.623402,126.250298,39.495789,109.867412,2016,0.452874,none
250,38.322769,106.393303,25.2181,110.039101,2016,0.331034,none
250,25.101944,102.929169,39.495789,109.867412,2016,0.641379,none
250,26.538521,106.800697,30.799679,108.426949,2016,0.471264,none
250,43.907101,87.474243,40.55999,109.996902,2016,0.337931,none
250,30.783751,114.208099,24.204142,109.398889,2016,0.425287,none
249,21.53944,109.2938,30.57852,103.946999,2016,0.151724,none
249,39.495789,109.867412,25.101944,102.929169,2016,0.165517,none
248,23.392429,113.298698,34.741112,112.388298,2016,0.675862,prd
248,41.639839,123.483398,34.052925,117.554077,2016,0.445977,none
248,34.052925,117.554077,41.639839,123.483398,2016,0.156322,none
247,34.741112,112.388298,23.392429,113.298698,2016,0.126437,none
246,25.2181,110.039101,23.392429,113.298698,2016,0.303448,none
246,29.826679,121.461899,23.5525,116.505836,2016,0.365517,yrd
246,23.5525,116.505836,29.826679,121.461899,2016,0.245977,none
245,31.14337,121.805199,26.422368,117.840008,2016,0.772414,yrd
245,26.422368,117.840008,31.14337,121.805199,2016,0.027586,none
244,24.268999,116.103996,22.00666,113.376297,2016,0.068966,none
244,43.55666,122.199699,39.124352,117.3461,2016,0.078161,none
244,22.00666,113.376297,24.268999,116.103996,2016,0.289655,prd
243,46.845709,130.470506,45.623402,126.250298,2016,0.048276,none
243,32.072922,120.975601,34.438157,108.764819,2016,0.172414,yrd
243,31.14337,121.805199,43.55666,122.199699,2016,0.772414,yrd
243,34.438157,108.764819,32.072922,120.975601,2016,0.770115,none
242,45.623402,126.250298,46.845709,130.470506,2016,0.452874,none
242,26.683332,100.25,31.14337,121.805199,2016,0.216092,none
242,31.14337,121.805199,26.683332,100.25,2016,0.772414,yrd
242,43.907101,87.474243,25.101944,102.929169,2016,0.337931,none
242,30.556473,111.479942,34.438157,108.764819,2016,0.181609,none
241,25.101944,102.929169,43.907101,87.474243,2016,0.641379,none
241,34.558077,105.864711,29.71921,106.641602,2016,0.022989,none
241,39.124352,117.3461,43.55666,122.199699,2016,0.572414,bth
241,30.799679,108.426949,26.538521,106.800697,2016,0.114943,none
241,30.799679,108.426949,31.14337,121.805199,2016,0.114943,none
240,43.55666,122.199699,31.14337,121.805199,2016,0.078161,none
239,40.084152,116.592735,49.209334,119.830223,2016,0.31954,bth
239,31.14337,121.805199,30.799679,108.426949,2016,0.772414,yrd
238,40.55999,109.996902,45.623402,126.250298,2016,0.181609,none
238,30.2295,120.434402,40.55999,109.996902,2016,0.602299,yrd
238,28.865,115.900002,22.608259,108.172401,2016,0.324138,none
238,25.101944,102.929169,40.55999,109.996902,2016,0.641379,none
238,34.438157,108.764819,30.556473,111.479942,2016,0.770115,none
237,40.55999,109.996902,30.2295,120.434402,2016,0.181609,none
237,40.55999,109.996902,25.101944,102.929169,2016,0.181609,none
237,31.91972,119.778603,41.639839,123.483398,2016,0.124138,yrd
237,45.623402,126.250298,40.55999,109.996902,2016,0.452874,none
237,25.101944,102.929169,29.5175,108.82917,2016,0.641379,none
236,40.084152,116.592735,46.200408,122.007318,2016,0.31954,bth
235,38.322769,106.393303,34.052925,117.554077,2016,0.331034,none
235,41.639839,123.483398,31.91972,119.778603,2016,0.445977,none
235,22.63925,113.8106,33.385555,120.125275,2016,0.63908,prd
235,34.052925,117.554077,38.322769,106.393303,2016,0.156322,none
235,46.200408,122.007318,40.084152,116.592735,2016,0.027586,none
