airport_name,rank,capacity,latitude,longitude,year,airport_code
梅县长岗岌,151,84150,24.268999,116.103996,2013,MXZ
宜春明月山,152,83110,27.803333,114.30806,2013,LDS
庆阳,153,81476,35.802506,107.604593,2013,IQN
伊春林都,154,80624,27.803333,114.30806,2013,LDS
毕节飞雄,155,75679,27.300278,105.301392,2013,BFJ
朝阳,156,72855,41.541983,120.44019,2013,CHG
昭通,157,72051,27.323463,103.757591,2013,ZAT
中卫香山,158,71390,37.573264,105.158118,2013,ZHY
克拉玛依,159,63960,45.46725,84.956487,2013,KRY
攀枝花保安营,160,63823,26.534456,101.799265,2013,PZI
安顺黄果树,161,62478,26.25699,105.8774,2013,AVA
池州九华山,162,62337,30.738176,117.690942,2013,JUH
那拉提,163,61016,43.433139,83.380912,2013,NLT
阿尔山伊尔施,164,56022,46.200408,122.007318,2013,YIE
金昌金川,165,55602,38.541918,102.35054,2013,JIC
塔城,166,55351,46.67251,83.346901,2013,TCG
梧州长州岛,167,50589,23.454392,111.253453,2013,WUZ
博乐,168,48672,44.898289,82.303693,2013,BPL
文山普者黑,169,48199,23.556375,104.328079,2013,WNH
黎平,170,44324,26.318645,109.155032,2013,HZH
连城冠豸山,171,43928,25.673066,116.751646,2013,LCX
百色田阳,172,42234,23.718051,106.964852,2013,AEB
张掖甘州,173,41976,38.805064,100.671783,2013,YZY
甘孜康定,174,38317,30.140162,101.741137,2013,KGT
永州零陵,175,29301,26.338661,111.610046,2013,LLF
阿里昆莎,176,27852,32.099597,80.055558,2013,NGQ
日喀则,177,27322,29.348303,89.313836,2013,RKZ
稻城亚丁,178,25900,29.312192,100.063381,2013,DCY
固原六盘山,179,25633,36.078195,106.222016,2013,GYU
张家口宁远,180,24021,40.74646,114.955452,2013,ZQZ
吐鲁番,181,18876,43.03159,89.102437,2013,TLQ
黔南州荔波,182,17661,25.447687,107.966151,2013,LLB
天水麦积山,183,15062,34.558077,105.864711,2013,THQ
凯里黄平,184,7650,26.972769,107.990529,2013,KJH
鞍山,185,6361,41.106456,122.860605,2013,AOG
长海大长山岛,186,3798,39.267495,122.671891,2013,CNI
阿拉善左旗巴彦浩特,187,2053,38.833507,105.668991,2013,AXF
额济纳旗桃来,188,897,42.014143,101.002862,2013,EJN
阿拉善右旗巴丹吉林,189,879,39.225406,101.546915,2013,RHT
甘南夏河,190,736,34.82166,102.622647,2013,GXH
北京首都,1,86128313,40.084152,116.592735,2014,PEK
广州白云,2,54780346,23.392429,113.298698,2014,CAN
上海浦东,3,51687894,31.14337,121.805199,2014,PVG
上海虹桥,4,37971135,31.196099,121.339766,2014,SHA
成都双流,5,37675232,30.57852,103.946999,2014,CTU
深圳宝安,6,36272701,22.63925,113.8106,2014,SZX
昆明长水,7,32230883,25.101944,102.929169,2014,KMG
重庆江北,8,29264363,29.71921,106.641602,2014,CKG
西安咸阳,9,29260755,34.438157,108.764819,2014,XIY
杭州萧山,10,25525862,30.2295,120.434402,2014,HGH
厦门高崎,11,20863786,24.544029,118.127701,2014,XMN
长沙黄花,12,18020501,28.196667,113.220833,2014,CSX
武汉天河,13,17277104,30.783751,114.208099,2014,WUH
青岛流亭,14,16411789,36.266102,120.374397,2014,TAO
乌鲁木齐地窝堡,15,16311140,43.907101,87.474243,2014,URC
南京禄口,16,16283816,31.742041,118.862,2014,NKG
郑州新郑,17,15805443,34.519669,113.840797,2014,CGO
三亚凤凰,18,14942356,18.302891,109.412201,2014,SYX
海口美兰,19,13853859,19.934851,110.4589,2014,HAK
大连周水子,20,13551223,38.96566,121.538597,2014,DLC
沈阳桃仙,21,12800272,41.639839,123.483398,2014,SHE
贵阳龙洞堡,22,12525537,26.538521,106.800697,2014,KWE
哈尔滨太平,23,12239026,45.623402,126.250298,2014,HRB
天津滨海,24,12073041,39.124352,117.3461,2014,TSN
南宁吴圩,25,9412246,22.608259,108.172401,2014,NNG
福州长乐,26,9353414,25.935061,119.6632,2014,FOC
济南遥墙,27,8708950,36.857208,117.215897,2014,TNA
太原武宿,28,7931902,37.746891,112.628403,2014,TYN
长春龙嘉,29,7421726,43.996208,125.685303,2014,CGQ
南昌昌北,30,7240861,28.865,115.900002,2014,KHN
桂林两江,31,6897741,25.2181,110.039101,2014,KWL
温州永强,32,6802179,27.91222,120.851898,2014,WNZ
兰州中川,33,6588862,36.51524,103.620697,2014,LHW
呼和浩特白塔,34,6469632,40.853503,111.826381,2014,HET
宁波栎社,35,6359139,29.826679,121.461899,2014,NGB
合肥新桥,36,5974599,31.986345,116.970474,2014,HFE
石家庄正定,37,5601017,38.274376,114.694427,2014,SJW
北京南苑,38,4929241,39.78279877,116.3880005,2014,NAY
丽江三义,39,4852284,26.683332,100.25,2014,LJG
银川河东,40,4663809,38.322769,106.393303,2014,INC
烟台莱山,41,4305822,37.657223,120.987221,2014,YNT
无锡硕放,42,4180038,31.492889,120.424377,2014,WUX
珠海三灶,43,4075918,22.00666,113.376297,2014,ZUH
西宁曹家堡,44,3852528,36.525322,102.037537,2014,XNN
西双版纳嘎洒,45,3360505,21.972467,100.76475,2014,JHG
揭阳潮汕,46,2870252,23.5525,116.505836,2014,SWA
泉州晋江,47,2784207,24.794776,118.593069,2014,JJN
拉萨贡嘎,48,2563204,29.29777,90.911942,2014,LXA
常州奔牛,49,1860944,31.91972,119.778603,2014,CZX
包头二里半,50,1829990,40.55999,109.996902,2014,BAV
九寨黄龙,51,1702527,32.851353,103.685263,2014,JZH
鄂尔多斯伊金霍洛,52,1503065,39.495789,109.867412,2014,DSN
喀什,54,1428586,39.541251,76.024599,2014,KHG
榆林榆阳,55,1386483,38.358264,109.599254,2014,UYN
徐州观音,56,1267548,34.052925,117.554077,2014,XUZ
延吉朝阳川,57,1242164,42.885662,129.439362,2014,YNJ
义乌,58,1204542,29.344563,120.028809,2014,YIW
宜昌三峡,59,1127093,30.556473,111.479942,2014,YIH
张家界荷花,60,1091559,29.101431,110.447943,2014,DYG
绵阳南郊,61,1084998,31.428986,104.743592,2014,MIG
德宏芒市,62,1060650,24.399322,98.532412,2014,LUM
北海福成,63,1003038,21.53944,109.2938,2014,BHY
库尔勒,64,1001541,41.618911,86.138043,2014,KRL
湛江,65,983519,21.214439,110.358299,2014,ZHA
临沂沐埠岭,66,949300,35.046112,118.411667,2014,LYI
运城张孝,67,935895,35.116669,111.039719,2014,YCU
南通兴东,68,932368,32.072922,120.975601,2014,NTG
赤峰玉龙,69,881293,42.159704,118.846745,2014,CIF
赣州黄金,70,787400,25.851667,114.776665,2014,KOW
武夷山,71,785527,27.698972,118.004959,2014,WUS
大理,72,749993,25.647097,100.320711,2014,DLU
阿克苏,73,748654,41.263252,80.293103,2014,AKU
泸州蓝田,74,710510,29.030001,105.470001,2014,LZO
通辽,75,709072,43.55666,122.199699,2014,TGO
扬州泰州,76,705879,32.563057,119.718887,2014,YTY
伊宁,77,698994,43.957321,81.33329,2014,YIN
襄阳刘集,78,677041,32.150551,112.290802,2014,XFN
遵义,79,669726,27.59,106.999725,2014,WMT
和田,80,669575,37.038007,79.868983,2014,HTN
台州路桥,81,664663,28.559344,121.430963,2014,HYN
黄山屯溪,82,637044,29.730427,118.261088,2014,TXN
长治王村,83,620665,36.247454,113.131759,2014,CIH
柳州白莲,84,606572,24.204142,109.398889,2014,LZH
洛阳北郊,85,588717,34.741112,112.388298,2014,LYA
宜宾菜坝,86,574883,28.797781,104.550293,2014,YBP
连云港白塔埠,87,568642,34.571659,118.873596,2014,LYG
威海大水泊,88,548306,37.185852,122.234969,2014,WEH
牡丹江海浪,89,543361,44.52,129.559998,2014,MDG
舟山普陀山,90,538414,29.932602,122.364994,2014,HSN
盐城南洋,91,528749,33.385555,120.125275,2014,YNZ
大庆萨尔图,92,525319,46.748684,125.139725,2014,DQA
淮安涟水,93,516106,33.788792,119.131102,2014,HIA
腾冲驼峰,94,509628,24.939379,98.482025,2014,TCZ
佳木斯东郊,95,470131,46.845709,130.470506,2014,JMU
南阳姜营,96,464512,32.98,112.610001,2014,NNY
景德镇罗家,97,463562,29.336129,117.181706,2014,JDZ
乌海,98,458873,39.794299,106.805038,2014,WUA
迪庆香格里拉,99,453604,27.789482,99.679921,2014,DIG
济宁曲阜,100,451974,35.29364,116.353255,2014,JNG
南充高坪,101,429360,30.793442,106.168002,2014,NAO
井冈山,102,428555,26.853279,114.742649,2014,JGS
白山长白山,103,423690,42.071926,127.609218,2014,NBS
大同倍加皂,105,409137,40.062064,113.486564,2014,DAT
满洲里西郊,106,405833,49.569633,117.337784,2014,NZH
潍坊,107,394293,36.646822,119.122362,2014,WEF
恩施许家坪,108,381114,30.320278,109.485001,2014,ENH
毕节飞雄,109,373406,27.300278,105.301392,2014,BFJ
常德桃花源,110,350301,28.91888,111.640198,2014,CGD
西昌青山,111,349337,27.983669,102.186692,2014,XIC
敦煌,113,325858,40.163706,94.807859,2014,DNH
齐齐哈尔三家子,114,323626,47.24241,123.924645,2014,NDG
林芝米林,115,314803,29.301565,94.336061,2014,LZY
嘉峪关,116,314501,39.861578,98.341392,2014,JGN
阜阳,117,298539,32.879154,115.740674,2014,FUG
达州河市,118,296119,31.135012,107.426888,2014,DAX
临沧,119,287550,23.736707,100.02549,2014,LNJ
东营,120,285114,37.503772,118.79283,2014,DOY
保山云端,121,273020,25.055182,99.16143,2014,BSD
邯郸,122,270170,36.523888,114.43,2014,HDG
乌兰浩特,123,267378,46.200408,122.007318,2014,HLH
宜春明月山,124,265450,27.803333,114.30806,2014,LDS
库车,125,237459,41.679452,82.875522,2014,KCA
哈密,126,235404,42.843005,93.664048,2014,HMI
普洱思茅,127,225411,22.79102,100.96042,2014,SYM
池州九华山,128,221876,30.738176,117.690942,2014,JUH
衢州,129,220714,28.962971,118.901832,2014,JUZ
怀化芷江,130,211545,27.442036,109.709861,2014,HJJ
唐山三女河,131,210797,39.720066,118.006926,2014,TVS
鸡西兴凯湖,132,208603,45.296389,131.199125,2014,JXA
昌都邦达,133,201981,30.548892,97.111194,2014,BPX
秦皇岛山海关,134,201247,39.667458,119.067308,2014,SHP
巴彦淖尔天吉泰,135,199338,40.927157,107.744545,2014,RLK
丹东浪头,136,194493,40.025551,124.286598,2014,DDG
延安二十里堡,137,193682,36.475595,109.476005,2014,ENY
铜仁凤凰,138,183915,27.882209,109.3144,2014,TEN
阿勒泰,139,177139,47.751758,88.0869,2014,AAT
兴义,140,174068,25.082371,104.962212,2014,ACX
广元盘龙,141,168505,32.388634,105.699621,2014,GYS
昭通,142,166083,27.323463,103.757591,2014,ZAT
攀枝花保安营,143,158021,26.534456,101.799265,2014,PZI
庆阳,144,150911,35.802506,107.604593,2014,IQN
稻城亚丁,145,145262,29.312192,100.063381,2014,DCY
张家口宁远,146,144278,40.74646,114.955452,2014,ZQZ
锦州小岭子,147,143262,40.936111,121.276947,2014,JNZ
梅县长岗岌,148,136685,24.268999,116.103996,2014,MXZ
格尔木,149,125204,36.401596,94.788436,2014,GOQ
鞍山,150,121699,41.106456,122.860605,2014,AOG
佛山沙堤,151,120214,23.080913,113.075983,2014,FUO
黔江武陵山,152,119557,29.5175,108.82917,2014,JIQ
玉树巴塘,153,118205,32.839466,97.037788,2014,YUS
九江庐山,155,116363,29.475421,115.806015,2014,JIU
安顺黄果树,156,116105,26.25699,105.8774,2014,AVA
黑河,157,112728,50.179364,127.320183,2014,HEK
安庆,158,103142,30.580776,117.055412,2014,AQG
朝阳,160,100086,41.541983,120.44019,2014,CHG
塔城,161,97300,46.67251,83.346901,2014,TCG
漠河古莲,162,95916,52.918043,122.432117,2014,OHE
文山普者黑,163,91580,23.556375,104.328079,2014,WNH
中卫香山,164,91466,37.573264,105.158118,2014,ZHY
克拉玛依,165,90880,45.46725,84.956487,2014,KRY
博乐,167,77471,44.898289,82.303693,2014,BPL
阿拉善左旗巴彦浩特,168,76886,38.833507,105.668991,2014,AXF
布尔津喀纳斯,169,73075,48.222971,87.000724,2014,KJI
金昌金川,170,71398,38.541918,102.35054,2014,JIC
那拉提,171,66126,43.433139,83.380912,2014,NLT
伊春林都,172,65193,27.803333,114.30806,2014,LDS
百色田阳,173,62628,23.718051,106.964852,2014,AEB
凯里黄平,174,62475,26.972769,107.990529,2014,KJH
阿尔山伊尔施,175,62350,46.200408,122.007318,2014,YIE
张掖甘州,176,55513,38.805064,100.671783,2014,YZY
永州零陵,177,52413,26.338661,111.610046,2014,LLF
黎平,178,52156,26.318645,109.155032,2014,HZH
甘孜康定,179,50126,30.140162,101.741137,2014,KGT
黔南州荔波,180,46632,25.447687,107.966151,2014,LLB
梧州长州岛,181,42990,23.454392,111.253453,2014,WUZ
阿里昆莎,182,41345,32.099597,80.055558,2014,NGQ
固原六盘山,183,35464,36.078195,106.222016,2014,GYU
连城冠豸山,184,33575,25.673066,116.751646,2014,LCX
汉中西关,185,32825,33.131684,107.207614,2014,HZG
日喀则,186,30074,29.348303,89.313836,2014,RKZ
额济纳旗桃来,187,26370,42.014143,101.002862,2014,EJN
通化,188,25968,42.032771,125.790631,2014,TNH
天水麦积山,189,23925,34.558077,105.864711,2014,THQ
甘南夏河,190,22533,34.82166,102.622647,2014,GXH
阿拉善右旗巴丹吉林,191,21458,39.225406,101.546915,2014,RHT
神农架,192,20852,31.635114,110.344673,2014,HPG
抚远东极,193,20500,48.206004,134.371681,2014,FYJ
吐鲁番,194,9011,43.03159,89.102437,2014,TLQ
河池金城江,195,8632,24.801072,107.715025,2014,HCJ
德令哈,196,5410,37.129769,97.266855,2014,HXD
长海大长山岛,197,3466,39.267495,122.671891,2014,CNI
六盘水月照,198,2771,26.602572,104.972842,2014,LPF
衡阳,199,968,26.721945,112.618057,2014,HNY
阿坝红原,200,420,32.526648,102.359218,2014,AHJ
且末,202,,38.144079,85.535451,2014,IQM
北京首都,1,89939049,40.084152,116.592735,2015,PEK
上海浦东,2,60098073,31.14337,121.805199,2015,PVG
广州白云,3,55201915,23.392429,113.298698,2015,CAN
成都双流,4,42239468,30.57852,103.946999,2015,CTU
深圳宝安,5,39721619,22.63925,113.8106,2015,SZX
上海虹桥,6,39090865,31.196099,121.339766,2015,SHA
昆明长水,7,37523098,25.101944,102.929169,2015,KMG
西安咸阳,8,32970215,34.438157,108.764819,2015,XIY
重庆江北,9,32402196,29.71921,106.641602,2015,CKG
杭州萧山,10,28354435,30.2295,120.434402,2015,HGH
厦门高崎,11,21814244,24.544029,118.127701,2015,XMN
南京禄口,12,19163768,31.742041,118.862,2015,NKG
武汉天河,13,18942038,30.783751,114.208099,2015,WUH
长沙黄花,14,18715278,28.196667,113.220833,2015,CSX
乌鲁木齐地窝堡,15,18506463,43.907101,87.474243,2015,URC
青岛流亭,16,18202085,36.266102,120.374397,2015,TAO
郑州新郑,17,17297385,34.519669,113.840797,2015,CGO
三亚凤凰,18,16191930,18.302891,109.412201,2015,SYX
海口美兰,19,16167004,19.934851,110.4589,2015,HAK
天津滨海,20,14314322,39.124352,117.3461,2015,TSN
大连周水子,21,14154130,38.96566,121.538597,2015,DLC
哈尔滨太平,22,14054357,45.623402,126.250298,2015,HRB
贵阳龙洞堡,23,13244982,26.538521,106.800697,2015,KWE
沈阳桃仙,24,12680118,41.639839,123.483398,2015,SHE
福州长乐,25,10887292,25.935061,119.6632,2015,FOC
南宁吴圩,26,10393728,22.608259,108.172401,2015,NNG
济南遥墙,27,9520887,36.857208,117.215897,2015,TNA
太原武宿,28,8842987,37.746891,112.628403,2015,TYN
长春龙嘉,29,8556182,43.996208,125.685303,2015,CGQ
兰州中川,30,8009040,36.51524,103.620697,2015,LHW
南昌昌北,31,7487930,28.865,115.900002,2015,KHN
呼和浩特白塔,32,7446250,40.853503,111.826381,2015,HET
温州龙湾,33,7360467,27.91222,120.851898,2015,WNZ
宁波栎社,34,6855075,29.826679,121.461899,2015,NGB
合肥新桥,35,6613111,31.986345,116.970474,2015,HFE
桂林两江,36,6361045,25.2181,110.039101,2015,KWL
石家庄正定,37,5985389,38.274376,114.694427,2015,SJW
丽江三义,38,5626307,26.683332,100.25,2015,LJG
银川河东,39,5389908,38.322769,106.393303,2015,INC
北京南苑,40,5265201,39.78279877,116.3880005,2015,NAY
珠海金湾,41,4708706,22.00666,113.376297,2015,ZUH
无锡硕放,42,4609344,31.492889,120.424377,2015,WUX
烟台蓬莱,43,4246581,37.657223,120.987221,2015,YNT
西双版纳嘎洒,44,4150734,21.972467,100.76475,2015,JHG
西宁曹家堡,45,4005667,36.525322,102.037537,2015,XNN
泉州晋江,46,3635607,24.794776,118.593069,2015,JJN
揭阳潮汕,47,3204464,23.5525,116.505836,2015,SWA
拉萨贡嘎,48,2908416,29.29777,90.911942,2015,LXA
包头二里半,49,1901035,40.55999,109.996902,2015,BAV
呼伦贝尔东山,50,1835915,49.209334,119.830223,2015,HLD
常州奔牛,51,1810842,31.91972,119.778603,2015,CZX
喀什,52,1732958,39.541251,76.024599,2015,KHG
绵阳南郊,53,1547533,31.428986,104.743592,2015,MIG
鄂尔多斯伊金霍洛,54,1522697,39.495789,109.867412,2015,DSN
榆林榆阳,55,1483089,38.358264,109.599254,2015,UYN
延吉朝阳川,56,1458440,42.885662,129.439362,2015,YNJ
九寨黄龙,57,1416980,32.851353,103.685263,2015,JZH
张家界荷花,58,1405465,29.101431,110.447943,2015,DYG
德宏芒市,59,1323465,24.399322,98.532412,2015,LUM
威海大水泊,60,1320989,37.185852,122.234969,2015,WEH
徐州观音,61,1318477,34.052925,117.554077,2015,XUZ
大理,62,1262486,25.647097,100.320711,2015,DLU
宜昌三峡,63,1244275,30.556473,111.479942,2015,YIH
湛江,64,1206811,21.214439,110.358299,2015,ZHA
义乌,65,1196477,29.344563,120.028809,2015,YIW
库尔勒,66,1179185,41.618911,86.138043,2015,KRL
南通兴东,67,1161819,32.072922,120.975601,2015,NTG
北海福成,68,1078148,21.53944,109.2938,2015,BHY
阿克苏温宿,69,1067009,41.263252,80.293103,2015,AKU
临沂沐埠岭,70,1038437,35.046112,118.411667,2015,LYI
赤峰玉龙,71,987024,42.159704,118.846745,2015,CIF
伊宁,72,964446,43.957321,81.33329,2015,YIN
赣州黄金,73,925101,25.851667,114.776665,2015,KOW
扬州泰州,74,870775,32.563057,119.718887,2015,YTY
通辽,75,869550,43.55666,122.199699,2015,TGO
柳州白莲,76,868802,24.204142,109.398889,2015,LZH
盐城南洋,77,851990,33.385555,120.125275,2015,YNZ
泸州蓝田,78,844624,29.030001,105.470001,2015,LZO
遵义,79,836614,27.59,106.999725,2015,WMT
运城张孝,80,814469,35.116669,111.039719,2015,YCU
襄阳刘集,81,793425,32.150551,112.290802,2015,XFN
洛阳北郊,82,721665,34.741112,112.388298,2015,LYA
和田,83,719831,37.038007,79.868983,2015,HTN
宜宾菜坝,84,715973,28.797781,104.550293,2015,YBP
连云港白塔埠,85,708963,34.571659,118.873596,2015,LYG
腾冲驼峰,86,664448,24.939379,98.482025,2015,TCZ
牡丹江海浪,87,650991,44.52,129.559998,2015,MDG
舟山普陀山,88,644719,29.932602,122.364994,2015,HSN
长治王村,89,617888,36.247454,113.131759,2015,CIH
黄山屯溪,90,591281,29.730427,118.261088,2015,TXN
台州路桥,91,584708,28.559344,121.430963,2015,HYN
南阳姜营,92,567002,32.98,112.610001,2015,NNY
毕节飞雄,93,563861,27.300278,105.301392,2015,BFJ
万州五桥,94,553381,30.799679,108.426949,2015,WXN
南充高坪,95,549802,30.793442,106.168002,2015,NAO
大庆萨尔图,96,532379,46.748684,125.139725,2015,DQA
井冈山,97,514175,26.853279,114.742649,2015,JGS
淮安涟水,98,504753,33.788792,119.131102,2015,HIA
迪庆香格里拉,99,503800,27.789482,99.679921,2015,DIG
白山长白山,100,503598,42.071926,127.609218,2015,NBS
武夷山,101,503090,27.698972,118.004959,2015,WUS
佳木斯东郊,102,498777,46.845709,130.470506,2015,JMU
景德镇罗家,103,490392,29.336129,117.181706,2015,JDZ
济宁曲阜,104,487626,35.29364,116.353255,2015,JNG
大同云冈,106,470893,40.062064,113.486564,2015,DAT
潍坊,107,465181,36.646822,119.122362,2015,WEF
乌兰浩特义勒力特,108,453742,46.200408,122.007318,2015,HLH
阜阳,109,438747,32.879154,115.740674,2015,FUG
满洲里西郊,110,419509,49.569633,117.337784,2015,NZH
西昌青山,111,417333,27.983669,102.186692,2015,XIC
宜春明月山,112,407148,27.803333,114.30806,2015,LDS
恩施许家坪,113,406295,30.320278,109.485001,2015,ENH
敦煌,114,397198,40.163706,94.807859,2015,DNH
林芝米林,115,383375,29.301565,94.336061,2015,LZY
齐齐哈尔三家子,116,382288,47.24241,123.924645,2015,NDG
常德桃花源,117,376384,28.91888,111.640198,2015,CGD
乌海,118,375031,39.794299,106.805038,2015,WUA
惠州平潭,119,368886,23.0497,114.607144,2015,HUZ
达州河市,120,367570,31.135012,107.426888,2015,DAX
嘉峪关,121,354860,39.861578,98.341392,2015,JGN
铜仁凤凰,122,343043,27.882209,109.3144,2015,TEN
普洱思茅,123,332193,22.79102,100.96042,2015,SYM
临沧,124,324021,23.736707,100.02549,2015,LNJ
东营胜利,125,319264,37.503772,118.79283,2015,DOY
保山云端,126,305139,25.055182,99.16143,2015,BSD
兴义,127,303255,25.082371,104.962212,2015,ACX
佛山沙堤,128,296511,23.080913,113.075983,2015,FUO
池州九华山,129,271876,30.738176,117.690942,2015,JUH
库车龟兹,130,269995,41.679452,82.875522,2015,KCA
阿勒泰,131,259915,47.751758,88.0869,2015,AAT
唐山三女河,132,251206,39.720066,118.006926,2015,TVS
邯郸,133,248601,36.523888,114.43,2015,HDG
巴彦淖尔天吉泰,134,234816,40.927157,107.744545,2015,RLK
安庆,135,232590,30.580776,117.055412,2015,AQG
庆阳,136,229122,35.802506,107.604593,2015,IQN
梅县长岗岌,137,227091,24.268999,116.103996,2015,MXZ
稻城亚丁,138,223247,29.312192,100.063381,2015,DCY
昌都邦达,139,220107,30.548892,97.111194,2015,BPX
丹东浪头,140,218547,40.025551,124.286598,2015,DDG
广元盘龙,141,214977,32.388634,105.699621,2015,GYS
昭通,142,213845,27.323463,103.757591,2015,ZAT
衢州,143,212658,28.962971,118.901832,2015,JUZ
延安二十里堡,144,212593,36.475595,109.476005,2015,ENY
张家口宁远,145,207848,40.74646,114.955452,2015,ZQZ
玉树巴塘,146,192941,32.839466,97.037788,2015,YUS
鸡西兴凯湖,147,192504,45.296389,131.199125,2015,JXA
怀化芷江,148,184285,27.442036,109.709861,2015,HJJ
攀枝花保安营,149,161910,26.534456,101.799265,2015,PZI
秦皇岛山海关,150,155591,39.667458,119.067308,2015,SHP
锦州锦州湾,151,152528,40.936111,121.276947,2015,JNZ
安顺黄果树,152,148860,26.25699,105.8774,2015,AVA
克拉玛依,153,146617,45.46725,84.956487,2015,KRY
鞍山腾鳌,154,145016,41.106456,122.860605,2015,AOG
黔江武陵山,155,142649,29.5175,108.82917,2015,JIQ
吕梁大武,156,140959,37.684589,111.148478,2015,LLV
汉中城固,158,127918,33.131684,107.207614,2015,HZG
黑河,159,126860,50.179364,127.320183,2015,HEK
博乐阿拉山口,160,124676,44.898289,82.303693,2015,BPL
格尔木,161,119038,36.401596,94.788436,2015,GOQ
二连浩特赛乌素,162,118645,43.426714,112.099704,2015,ERL
朝阳,163,117439,41.541983,120.44019,2015,CHG
衡阳南岳,164,114511,26.721945,112.618057,2015,HNY
塔城,165,111158,46.67251,83.346901,2015,TCG
甘孜康定,166,105969,30.140162,101.741137,2015,KGT
文山普者黑,167,105106,23.556375,104.328079,2015,WNH
连城冠豸山,168,104466,25.673066,116.751646,2015,LCX
金昌金川,169,100361,38.541918,102.35054,2015,JIC
阿尔山伊尔施,170,94099,46.200408,122.007318,2015,YIE
伊春林都,171,94081,27.803333,114.30806,2015,LDS
中卫香山,172,93760,37.573264,105.158118,2015,ZHY
漠河古莲,173,92458,52.918043,122.432117,2015,OHE
六盘水月照,174,88268,26.602572,104.972842,2015,LPF
那拉提,175,86638,43.433139,83.380912,2015,NLT
张掖甘州,176,83821,38.805064,100.671783,2015,YZY
百色巴马,177,83335,23.718051,106.964852,2015,AEB
哈密,178,79783,42.843005,93.664048,2015,HMI
阿拉善左旗巴彦浩特,179,77848,38.833507,105.668991,2015,AXF
通化三源浦,180,77578,42.032771,125.790631,2015,TNH
布尔津喀纳斯,181,72775,48.222971,87.000724,2015,KJI
永州零陵,182,63979,26.338661,111.610046,2015,LLF
天水麦积山,183,63327,34.558077,105.864711,2015,THQ
抚远东极,184,62735,48.206004,134.371681,2015,FYJ
阿里昆莎,185,60981,32.099597,80.055558,2015,NGQ
固原六盘山,186,55963,36.078195,106.222016,2015,GYU
黎平,187,49049,26.318645,109.155032,2015,HZH
黔南州荔波,188,47395,25.447687,107.966151,2015,LLB
甘南夏河,189,45866,34.82166,102.622647,2015,GXH
梧州长州岛,190,43138,23.454392,111.253453,2015,WUZ
日喀则,191,36741,29.348303,89.313836,2015,RKZ
神农架红坪,192,28031,31.635114,110.344673,2015,HPG
吐鲁番交河,193,26921,43.03159,89.102437,2015,TLQ
河池金城江,194,26445,24.801072,107.715025,2015,HCJ
九江庐山,195,25960,29.475421,115.806015,2015,JIU
额济纳旗桃来,196,23195,42.014143,101.002862,2015,EJN
海西德令哈,197,19017,37.129769,97.266855,2015,HXD
阿拉善右旗巴丹吉林,198,15682,39.225406,101.546915,2015,RHT
富蕴可可托海,199,14336,47.751758,88.0869,2015,FYN
阿坝红原,200,12757,32.526648,102.359218,2015,AHJ
宁蒗泸沽湖,201,8012,27.540396,100.759709,2015,NLH
凯里黄平,202,7486,26.972769,107.990529,2015,KJH
日照山字河,203,3457,35.402879,119.331808,2015,RIZ
长海大长山岛,204,1543,39.267495,122.671891,2015,CNI
忻州五台山,205,641,38.599167,112.967781,2015,WUT
海西花土沟,206,456,37.129769,97.266855,2015,HTT
北京首都,1,94393454,40.084152,116.592735,2016,PEK
上海浦东,2,66002414,31.14337,121.805199,2016,PVG
广州白云,3,59732147,23.392429,113.298698,2016,CAN
成都双流,4,46039037,30.57852,103.946999,2016,CTU
昆明长水,5,41980339,25.101944,102.929169,2016,KMG
深圳宝安,6,41975090,22.63925,113.8106,2016,SZX
上海虹桥,7,40460135,31.196099,121.339766,2016,SHA
西安咸阳,8,36994506,34.438157,108.764819,2016,XIY
重庆江北,9,35888819,29.71921,106.641602,2016,CKG
杭州萧山,10,31594959,30.2295,120.434402,2016,HGH
厦门高崎,11,22737610,24.544029,118.127701,2016,XMN
南京禄口,12,22357998,31.742041,118.862,2016,NKG
长沙黄花,13,21296675,28.196667,113.220833,2016,CSX
武汉天河,14,20771564,30.783751,114.208099,2016,WUH
郑州新郑,15,20763217,34.519669,113.840797,2016,CGO
青岛流亭,16,20505038,36.266102,120.374397,2016,TAO
乌鲁木齐地窝堡,17,20200767,43.907101,87.474243,2016,URC
海口美兰,18,18803848,19.934851,110.4589,2016,HAK
三亚凤凰,19,17369550,18.302891,109.412201,2016,SYX
天津滨海,20,16871889,39.124352,117.3461,2016,TSN
哈尔滨太平,21,16267130,45.623402,126.250298,2016,HRB
大连周水子,22,15258209,38.96566,121.538597,2016,DLC
贵阳龙洞堡,23,15105225,26.538521,106.800697,2016,KWE
沈阳桃仙,24,14967228,41.639839,123.483398,2016,SHE
济南遥墙,25,11616914,36.857208,117.215897,2016,TNA
福州长乐,26,11606446,25.935061,119.6632,2016,FOC
南宁吴圩,27,11559860,22.608259,108.172401,2016,NNG
兰州中川,28,10897025,36.51524,103.620697,2016,LHW
太原武宿,29,9847840,37.746891,112.628403,2016,TYN
长春龙嘉,30,9493351,43.996208,125.685303,2016,CGQ
温州龙湾,31,8189717,27.91222,120.851898,2016,WNZ
呼和浩特白塔,32,8185210,40.853503,111.826381,2016,HET
南昌昌北,33,7863635,28.865,115.900002,2016,KHN
宁波栎社,34,7792305,29.826679,121.461899,2016,NGB
