airport_name,rank,capacity,latitude,longitude,year,airport_code
合肥新桥,35,7391998,31.986345,116.970474,2016,HFE
石家庄正定,36,7214590,38.274376,114.694427,2016,SJW
丽江三义,37,6784474,26.683332,100.25,2016,LJG
桂林两江,38,6630251,25.2181,110.039101,2016,KWL
银川河东,39,6341479,38.322769,106.393303,2016,INC
珠海金湾,40,6130384,22.00666,113.376297,2016,ZUH
北京南苑,41,5586388,39.78279877,116.3880005,2016,NAY
无锡硕放,42,5561927,31.492889,120.424377,2016,WUX
烟台蓬莱,43,5135200,37.657223,120.987221,2016,YNT
西宁曹家堡,44,4681138,36.525322,102.037537,2016,XNN
西双版纳嘎洒,45,4335339,21.972467,100.76475,2016,JHG
揭阳潮汕,46,3818152,23.5525,116.505836,2016,SWA
泉州晋江,47,3793150,24.794776,118.593069,2016,JJN
拉萨贡嘎,48,3339429,29.29777,90.911942,2016,LXA
绵阳南郊,49,2172922,31.428986,104.743592,2016,MIG
常州奔牛,50,1955844,31.91972,119.778603,2016,CZX
呼伦贝尔东山,51,1878901,49.209334,119.830223,2016,HLD
包头二里半,52,1867690,40.55999,109.996902,2016,BAV
喀什,53,1815091,39.541251,76.024599,2016,KHG
威海大水泊,54,1735309,37.185852,122.234969,2016,WEH
鄂尔多斯伊金霍洛,55,1706356,39.495789,109.867412,2016,DSN
张家界荷花,56,1701712,29.101431,110.447943,2016,DYG
南通兴东,57,1538158,32.072922,120.975601,2016,NTG
德宏芒市,58,1537536,24.399322,98.532412,2016,LUM
宜昌三峡,59,1535707,30.556473,111.479942,2016,YIH
榆林榆阳,60,1513793,38.358264,109.599254,2016,UYN
湛江,61,1503904,21.214439,110.358299,2016,ZHA
徐州观音,62,1487086,34.052925,117.554077,2016,XUZ
延吉朝阳川,63,1481159,42.885662,129.439362,2016,YNJ
扬州泰州,64,1434193,32.563057,119.718887,2016,YTY
大理,65,1431116,25.647097,100.320711,2016,DLU
北海福成,66,1234031,21.53944,109.2938,2016,BHY
义乌,67,1226697,29.344563,120.028809,2016,YIW
盐城南洋,68,1209004,33.385555,120.125275,2016,YNZ
临沂沐埠岭,69,1203387,35.046112,118.411667,2016,LYI
库尔勒,70,1147634,41.618911,86.138043,2016,KRL
遵义,71,1135432,27.59,106.999725,2016,WMT
九寨黄龙,72,1122223,32.851353,103.685263,2016,JZH
阿克苏温宿,73,1103589,41.263252,80.293103,2016,AKU
赣州黄金,74,1083240,25.851667,114.776665,2016,KOW
赤峰玉龙,75,1042682,42.159704,118.846745,2016,CIF
伊宁,76,1041470,43.957321,81.33329,2016,YIN
柳州白莲,77,1036219,24.204142,109.398889,2016,LZH
泸州蓝田,78,985108,29.030001,105.470001,2016,LZO
和田,79,935314,37.038007,79.868983,2016,HTN
洛阳北郊,80,915971,34.741112,112.388298,2016,LYA
淮安涟水,81,861533,33.788792,119.131102,2016,HIA
连云港白塔埠,82,850972,34.571659,118.873596,2016,LYG
运城张孝,83,843226,35.116669,111.039719,2016,YCU
襄阳刘集,84,824160,32.150551,112.290802,2016,XFN
腾冲驼峰,85,805638,24.939379,98.482025,2016,TCZ
舟山普陀山,86,800877,29.932602,122.364994,2016,HSN
宜宾菜坝,87,762935,28.797781,104.550293,2016,YBP
长治王村,88,741573,36.247454,113.131759,2016,CIH
毕节飞雄,89,733605,27.300278,105.301392,2016,BFJ
通辽,90,710474,43.55666,122.199699,2016,TGO
牡丹江海浪,91,694286,44.52,129.559998,2016,MDG
台州路桥,92,691442,28.559344,121.430963,2016,HYN
济宁曲阜,93,623948,35.29364,116.353255,2016,JNG
南阳姜营,94,612572,32.98,112.610001,2016,NNY
黄山屯溪,95,604911,29.730427,118.261088,2016,TXN
南充高坪,96,597489,30.793442,106.168002,2016,NAO
铜仁凤凰,98,577645,27.882209,109.3144,2016,TEN
乌兰浩特义勒力特,99,573856,46.200408,122.007318,2016,HLH
万州五桥,100,550727,30.799679,108.426949,2016,WXN
惠州平潭,101,545560,23.0497,114.607144,2016,HUZ
大同云冈,102,544530,40.062064,113.486564,2016,DAT
景德镇罗家,103,543371,29.336129,117.181706,2016,JDZ
井冈山,104,540865,26.853279,114.742649,2016,JGS
潍坊,105,540828,36.646822,119.122362,2016,WEF
白山长白山,106,537709,42.071926,127.609218,2016,NBS
兴义,107,519653,25.082371,104.962212,2016,ACX
敦煌,108,496459,40.163706,94.807859,2016,DNH
恩施许家坪,109,496148,30.320278,109.485001,2016,ENH
大庆萨尔图,110,489354,46.748684,125.139725,2016,DQA
普洱思茅,111,487808,22.79102,100.96042,2016,SYM
迪庆香格里拉,112,486640,27.789482,99.679921,2016,DIG
宜春明月山,113,469976,27.803333,114.30806,2016,LDS
西昌青山,114,469089,27.983669,102.186692,2016,XIC
邯郸,115,462657,36.523888,114.43,2016,HDG
武夷山,116,455688,27.698972,118.004959,2016,WUS
佳木斯东郊,117,455337,46.845709,130.470506,2016,JMU
满洲里西郊,118,454371,49.569633,117.337784,2016,NZH
阜阳,119,450308,32.879154,115.740674,2016,FUG
常德桃花源,120,413484,28.91888,111.640198,2016,CGD
保山云瑞,121,410557,25.055182,99.16143,2016,BSD
日照山字河,122,408507,35.402879,119.331808,2016,RIZ
达州河市,123,402691,31.135012,107.426888,2016,DAX
嘉峪关,124,399401,39.861578,98.341392,2016,JGN
林芝米林,125,389530,29.301565,94.336061,2016,LZY
十堰武当山,126,388923,32.591667,110.907776,2016,WDS
东营胜利,127,377826,37.503772,118.79283,2016,DOY
池州九华山,128,355956,30.738176,117.690942,2016,JUH
佛山沙堤,129,355904,23.080913,113.075983,2016,FUO
临沧,130,353467,23.736707,100.02549,2016,LNJ
张家口宁远,131,351950,40.74646,114.955452,2016,ZQZ
乌海,132,339824,39.794299,106.805038,2016,WUA
梅县长岗岌,133,335974,24.268999,116.103996,2016,MXZ
安庆,134,325634,30.580776,117.055412,2016,AQG
庆阳,135,324790,35.802506,107.604593,2016,IQN
齐齐哈尔三家子,136,322120,47.24241,123.924645,2016,NDG
衡阳南岳,137,311549,26.721945,112.618057,2016,HNY
阿勒泰,138,298486,47.751758,88.0869,2016,AAT
库车龟兹,139,273695,41.679452,82.875522,2016,KCA
巴彦淖尔天吉泰,140,273136,40.927157,107.744545,2016,RLK
克拉玛依,141,272585,45.46725,84.956487,2016,KRY
安顺黄果树,142,250798,26.25699,105.8774,2016,AVA
唐山三女河,143,240999,39.720066,118.006926,2016,TVS
延安二十里堡,144,236909,36.475595,109.476005,2016,ENY
广元盘龙,145,236664,32.388634,105.699621,2016,GYS
秦皇岛北戴河,146,231240,39.667458,119.067308,2016,SHP
攀枝花保安营,147,228508,26.534456,101.799265,2016,PZI
六盘水月照,148,227958,26.602572,104.972842,2016,LPF
昌都邦达,149,225666,30.548892,97.111194,2016,BPX
昭通,150,224051,27.323463,103.757591,2016,ZAT
吕梁大武,151,213797,37.684589,111.148478,2016,LLV
丹东浪头,152,211516,40.025551,124.286598,2016,DDG
衢州,153,208219,28.962971,118.901832,2016,JUZ
汉中城固,154,195178,33.131684,107.207614,2016,HZG
鸡西兴凯湖,155,190754,45.296389,131.199125,2016,JXA
稻城亚丁,156,186350,29.312192,100.063381,2016,DCY
玉树巴塘,157,181215,32.839466,97.037788,2016,YUS
哈密,158,163528,42.843005,93.664048,2016,HMI
锦州锦州湾,159,158154,40.936111,121.276947,2016,JNZ
黔江武陵山,160,153443,29.5175,108.82917,2016,JIQ
鞍山腾鳌,161,152647,41.106456,122.860605,2016,AOG
临汾乔李,162,151093,36.131668,111.658058,2016,LFQ
格尔木,163,149056,36.401596,94.788436,2016,GOQ
黑河,164,140752,50.179364,127.320183,2016,HEK
塔城,165,138353,46.67251,83.346901,2016,TCG
甘孜康定,166,133669,30.140162,101.741137,2016,KGT
朝阳,167,132273,41.541983,120.44019,2016,CHG
博乐阿拉山口,169,129030,44.898289,82.303693,2016,BPL
伊春林都,170,122081,27.803333,114.30806,2016,LDS
二连浩特赛乌素,171,121788,43.426714,112.099704,2016,ERL
张掖甘州,172,117637,38.805064,100.671783,2016,YZY
连城冠豸山,173,115931,25.673066,116.751646,2016,LCX
怀化芷江,174,115518,27.442036,109.709861,2016,HJJ
营口兰旗,175,115468,40.540833,122.35833,2016,YKH
金昌金川,176,114797,38.541918,102.35054,2016,JIC
永州零陵,177,112039,26.338661,111.610046,2016,LLF
忻州五台山,178,111585,38.599167,112.967781,2016,WUT
天水麦积山,179,109207,34.558077,105.864711,2016,THQ
固原六盘山,180,107358,36.078195,106.222016,2016,GYU
阿尔山伊尔施,181,105043,46.200408,122.007318,2016,YIE
中卫香山,182,102834,37.573264,105.158118,2016,ZHY
布尔津喀纳斯,183,99574,48.222971,87.000724,2016,KJI
百色巴马,184,99489,23.718051,106.964852,2016,AEB
凯里黄平,185,94137,26.972769,107.990529,2016,KJH
那拉提,186,92634,43.433139,83.380912,2016,NLT
文山普者黑,187,91699,23.556375,104.328079,2016,WNH
甘南夏河,188,91556,34.82166,102.622647,2016,GXH
通化三源浦,189,74831,42.032771,125.790631,2016,TNH
漠河古莲,190,72505,52.918043,122.432117,2016,OHE
梧州长州岛,191,70639,23.454392,111.253453,2016,WUZ
三明沙县,192,69734,26.422368,117.840008,2016,SQJ
乌兰察布集宁,193,66507,41.127163,113.117591,2016,UCB
海西德令哈,194,62961,37.129769,97.266855,2016,HXD
抚远东极,195,62509,48.206004,134.371681,2016,FYJ
阿里昆莎,196,62341,32.099597,80.055558,2016,NGQ
阿拉善左旗巴彦浩特,197,56690,38.833507,105.668991,2016,AXF
吐鲁番交河,198,55373,43.03159,89.102437,2016,TLQ
日喀则,199,48132,29.348303,89.313836,2016,RKZ
黎平,200,47358,26.318645,109.155032,2016,HZH
黔南州荔波,201,46242,25.447687,107.966151,2016,LLB
宁蒗泸沽湖,202,40090,27.540396,100.759709,2016,NLH
富蕴可可托海,203,38805,47.751758,88.0869,2016,FYN
石河子花园,204,38646,44.243677,85.895281,2016,SHF
河池金城江,205,30299,24.801072,107.715025,2016,HCJ
阿坝红原,206,24713,32.526648,102.359218,2016,AHJ
海西花土沟,207,24082,37.129769,97.266855,2016,HTT
神农架红坪,208,18074,31.635114,110.344673,2016,HPG
额济纳旗桃来,209,17264,42.014143,101.002862,2016,EJN
果洛机场,210,12369,34.419851,100.302977,2016,GMQ
琼海博鳌,211,10696,19.139692,110.457703,2016,BAR
阿拉善右旗巴丹吉林,212,5041,39.225406,101.546915,2016,RHT
长海大长山岛,213,3392,39.267495,122.671891,2016,CNI
沧源佤山,214,2773,23.264479,99.367726,2016,CWJ
且末,215,1464,38.144079,85.535451,2016,IQM
三沙永兴,216,759,16.829044,112.34076,2016,XYI
扎兰屯成吉思汗,217,432,47.869621,122.768601,2016,NZL
北京首都,1,95786296,40.084152,116.592735,2017,PEK
上海浦东,2,70001237,31.14337,121.805199,2017,PVG
广州白云,3,65806977,23.392429,113.298698,2017,CAN
成都双流,4,49801693,30.57852,103.946999,2017,CTU
深圳宝安,5,45610651,22.63925,113.8106,2017,SZX
昆明长水,6,44727691,25.101944,102.929169,2017,KMG
上海虹桥,7,41884059,31.196099,121.339766,2017,SHA
西安咸阳,8,41857229,34.438157,108.764819,2017,XIY
重庆江北,9,38715210,29.71921,106.641602,2017,CKG
杭州萧山,10,35570411,30.2295,120.434402,2017,HGH
南京禄口,11,25822936,31.742041,118.862,2017,NKG
厦门高崎,12,24485239,24.544029,118.127701,2017,XMN
郑州新郑,13,24299073,34.519669,113.840797,2017,CGO
长沙黄花,14,23764820,28.196667,113.220833,2017,CSX
青岛流亭,15,23210530,36.266102,120.374397,2017,TAO
武汉天河,16,23129400,30.783751,114.208099,2017,WUH
海口美兰,17,22584815,19.934851,110.4589,2017,HAK
乌鲁木齐地窝堡,18,21500901,43.907101,87.474243,2017,URC
天津滨海,19,21005001,39.124352,117.3461,2017,TSN
三亚凤凰,20,19389936,18.302891,109.412201,2017,SYX
哈尔滨太平,21,18810317,45.623402,126.250298,2017,HRB
贵阳龙洞堡,22,18109610,26.538521,106.800697,2017,KWE
大连周水子,23,17503810,38.96566,121.538597,2017,DLC
沈阳桃仙,24,17342626,41.639839,123.483398,2017,SHE
济南遥墙,25,14319264,36.857208,117.215897,2017,TNA
南宁吴圩,26,13915542,22.608259,108.172401,2017,NNG
兰州中川,27,12816443,36.51524,103.620697,2017,LHW
福州长乐,28,12469235,25.935061,119.6632,2017,FOC
太原武宿,29,12401086,37.746891,112.628403,2017,TYN
长春龙嘉,30,11662943,43.996208,125.685303,2017,CGQ
南昌昌北,31,10937105,28.865,115.900002,2017,KHN
呼和浩特白塔,32,10348617,40.853503,111.826381,2017,HET
石家庄正定,33,9582921,38.274376,114.694427,2017,SJW
宁波栎社,34,9390527,29.826679,121.461899,2017,NGB
温州龙湾,35,9285621,27.91222,120.851898,2017,WNZ
珠海金湾,36,9216808,22.00666,113.376297,2017,ZUH
合肥新桥,37,9147128,31.986345,116.970474,2017,HFE
银川河东,38,7936445,38.322769,106.393303,2017,INC
桂林两江,39,7862015,25.2181,110.039101,2017,KWL
丽江三义,40,7105345,26.683332,100.25,2017,LJG
无锡硕放,41,6683380,31.492889,120.424377,2017,WUX
烟台蓬莱,42,6503015,37.657223,120.987221,2017,YNT
北京南苑,43,5953883,39.78279877,116.3880005,2017,NAY
西宁曹家堡,44,5627696,36.525322,102.037537,2017,XNN
泉州晋江,45,5340586,24.794776,118.593069,2017,JJN
揭阳潮汕,46,4851015,23.5525,116.505836,2017,SWA
西双版纳嘎洒,47,3990867,21.972467,100.76475,2017,JHG
拉萨贡嘎,48,3718350,29.29777,90.911942,2017,LXA
绵阳南郊,49,3543403,31.428986,104.743592,2017,MIG
常州奔牛,50,2510512,31.91972,119.778603,2017,CZX
宜昌三峡,51,2243812,30.556473,111.479942,2017,YIH
呼伦贝尔东山,52,2169197,49.209334,119.830223,2017,HLD
鄂尔多斯伊金霍洛,53,2105842,39.495789,109.867412,2017,DSN
湛江,54,2090568,21.214439,110.358299,2017,ZHA
包头二里半,55,2089009,40.55999,109.996902,2017,BAV
喀什,56,2048004,39.541251,76.024599,2017,KHG
威海大水泊,57,2037485,37.185852,122.234969,2017,WEH
南通兴东,58,2009038,32.072922,120.975601,2017,NTG
徐州观音,59,1916517,34.052925,117.554077,2017,XUZ
扬州泰州,60,1836515,32.563057,119.718887,2017,YTY
张家界荷花,61,1773700,29.101431,110.447943,2017,DYG
榆林榆阳,62,1771190,38.358264,109.599254,2017,UYN
北海福成,63,1711199,21.53944,109.2938,2017,BHY
德宏芒市,64,1652533,24.399322,98.532412,2017,LUM
大理,65,1581271,25.647097,100.320711,2017,DLU
遵义新舟,66,1561066,27.59,106.999725,2017,WMT
运城张孝,67,1444590,35.116669,111.039719,2017,YCU
延吉朝阳川,68,1411859,42.885662,129.439362,2017,YNJ
铜仁凤凰,69,1344928,27.882209,109.3144,2017,TEN
临沂沐埠岭,70,1328071,35.046112,118.411667,2017,LYI
盐城南洋,71,1302974,33.385555,120.125275,2017,YNZ
义乌,72,1294895,29.344563,120.028809,2017,YIW
淮安涟水,73,1286369,33.788792,119.131102,2017,HIA
库尔勒,74,1279829,41.618911,86.138043,2017,KRL
赣州黄金,75,1279798,25.851667,114.776665,2017,KOW
阿克苏温宿,76,1276512,41.263252,80.293103,2017,AKU
赤峰玉龙,77,1209514,42.159704,118.846745,2017,CIF
伊宁,78,1151337,43.957321,81.33329,2017,YIN
柳州白莲,79,1136021,24.204142,109.398889,2017,LZH
毕节飞雄,80,1110613,27.300278,105.301392,2017,BFJ
连云港白塔埠,81,1092924,34.571659,118.873596,2017,LYG
和田,82,1030691,37.038007,79.868983,2017,HTN
襄阳刘集,83,1027010,32.150551,112.290802,2017,XFN
舟山普陀山,84,1023039,29.932602,122.364994,2017,HSN
腾冲驼峰,85,997372,24.939379,98.482025,2017,TCZ
济宁曲阜,86,970860,35.29364,116.353255,2017,JNG
惠州平潭,87,956858,23.0497,114.607144,2017,HUZ
通辽,88,924759,43.55666,122.199699,2017,TGO
兴义,89,922070,25.082371,104.962212,2017,ACX
洛阳北郊,90,880253,34.741112,112.388298,2017,LYA
十堰武当山,91,869780,32.591667,110.907776,2017,WDS
宜宾菜坝,92,827867,28.797781,104.550293,2017,YBP
台州路桥,93,821965,28.559344,121.430963,2017,HYN
牡丹江海浪,94,784991,44.52,129.559998,2017,MDG
南阳姜营,95,781563,32.98,112.610001,2017,NNY
恩施许家坪,96,770053,30.320278,109.485001,2017,ENH
南充高坪,97,752668,30.793442,106.168002,2017,NAO
日照山字河,98,737741,35.402879,119.331808,2017,RIZ
黄山屯溪,99,725948,29.730427,118.261088,2017,TXN
邯郸,100,684081,36.523888,114.43,2017,HDG
乌兰浩特义勒力特,101,670814,46.200408,122.007318,2017,HLH
佳木斯东郊,102,667788,46.845709,130.470506,2017,JMU
万州五桥,103,656189,30.799679,108.426949,2017,WXN
大同云冈,105,640095,40.062064,113.486564,2017,DAT
西昌青山,106,634794,27.983669,102.186692,2017,XIC
白山长白山,107,626884,42.071926,127.609218,2017,NBS
井冈山,108,626775,26.853279,114.742649,2017,JGS
景德镇罗家,109,621880,29.336129,117.181706,2017,JDZ
大庆萨尔图,110,621053,46.748684,125.139725,2017,DQA
阜阳,111,610099,32.879154,115.740674,2017,FUG
保山云瑞,112,601307,25.055182,99.16143,2017,BSD
张家口宁远,113,600658,40.74646,114.955452,2017,ZQZ
潍坊,114,597763,36.646822,119.122362,2017,WEF
普洱思茅,115,581680,22.79102,100.96042,2017,SYM
迪庆香格里拉,116,570974,27.789482,99.679921,2017,DIG
长治王村,117,557142,36.247454,113.131759,2017,CIH
宜春明月山,118,542727,27.803333,114.30806,2017,LDS
东营胜利,119,531381,37.503772,118.79283,2017,DOY
敦煌,120,526779,40.163706,94.807859,2017,DNH
九寨黄龙,121,523130,32.851353,103.685263,2017,JZH
唐山三女河,122,519164,39.720066,118.006926,2017,TVS
满洲里西郊,123,501682,49.569633,117.337784,2017,NZH
武夷山,124,493460,27.698972,118.004959,2017,WUS
池州九华山,125,475132,30.738176,117.690942,2017,JUH
佛山沙堤,126,471472,23.080913,113.075983,2017,FUO
衡阳南岳,127,470519,26.721945,112.618057,2017,HNY
林芝米林,128,467879,29.301565,94.336061,2017,LZY
安庆,129,459170,30.580776,117.055412,2017,AQG
乌海,130,454296,39.794299,106.805038,2017,WUA
常德桃花源,131,438362,28.91888,111.640198,2017,CGD
嘉峪关,132,434483,39.861578,98.341392,2017,JGN
凯里黄平,133,425155,26.972769,107.990529,2017,KJH
达州河市,134,424496,31.135012,107.426888,2017,DAX
安顺黄果树,135,421517,26.25699,105.8774,2017,AVA
汉中城固,136,414361,33.131684,107.207614,2017,HZG
齐齐哈尔三家子,137,403008,47.24241,123.924645,2017,NDG
临沧,138,399406,23.736707,100.02549,2017,LNJ
梅县长岗岌,139,397857,24.268999,116.103996,2017,MXZ
泸州蓝田,140,395575,29.030001,105.470001,2017,LZO
克拉玛依,141,389677,45.46725,84.956487,2017,KRY
六盘水月照,142,385141,26.602572,104.972842,2017,LPF
庆阳,143,337346,35.802506,107.604593,2017,IQN
延安二十里堡,144,333724,36.475595,109.476005,2017,ENY
秦皇岛北戴河,145,328473,39.667458,119.067308,2017,SHP
乌兰察布集宁,146,324128,41.127163,113.117591,2017,UCB
琼海博鳌,147,316246,19.139692,110.457703,2017,BAR
哈密,148,299625,42.843005,93.664048,2017,HMI
库车龟兹,149,295001,41.679452,82.875522,2017,KCA
黔江武陵山,150,288749,29.5175,108.82917,2017,JIQ
巴彦淖尔天吉泰,151,282874,40.927157,107.744545,2017,RLK
昭通,152,280639,27.323463,103.757591,2017,ZAT
吕梁大武,153,275786,37.684589,111.148478,2017,LLV
攀枝花保安营,154,272926,26.534456,101.799265,2017,PZI
广元盘龙,155,265256,32.388634,105.699621,2017,GYS
玉树巴塘,156,263706,32.839466,97.037788,2017,YUS
忻州五台山,157,261146,38.599167,112.967781,2017,WUT
临汾乔李,158,254290,36.131668,111.658058,2017,LFQ
锦州锦州湾,159,232715,40.936111,121.276947,2017,JNZ
昌都邦达,160,231235,30.548892,97.111194,2017,BPX
鸡西兴凯湖,161,222125,45.296389,131.199125,2017,JXA
营口兰旗,162,205528,40.540833,122.35833,2017,YKH
衢州,163,202620,28.962971,118.901832,2017,JUZ
鞍山腾鳌,164,199279,41.106456,122.860605,2017,AOG
稻城亚丁,165,198952,29.312192,100.063381,2017,DCY
丹东浪头,166,198498,40.025551,124.286598,2017,DDG
三明沙县,167,198272,26.422368,117.840008,2017,SQJ
怀化芷江,168,180497,27.442036,109.709861,2017,HJJ
天水麦积山,169,178227,34.558077,105.864711,2017,THQ
格尔木,170,172266,36.401596,94.788436,2017,GOQ
二连浩特赛乌素,171,163111,43.426714,112.099704,2017,ERL
中卫香山,172,159744,37.573264,105.158118,2017,ZHY
固原六盘山,173,157183,36.078195,106.222016,2017,GYU
阿尔山伊尔施,174,155187,46.200408,122.007318,2017,YIE
金昌金川,175,152606,38.541918,102.35054,2017,JIC
黑河,176,150692,50.179364,127.320183,2017,HEK
吐鲁番交河,177,147653,43.03159,89.102437,2017,TLQ
承德普宁,179,146979,41.122501,118.073891,2017,CDE
上饶三清山,180,146655,28.376586,117.968625,2017,SQD
连城冠豸山,181,142794,25.673066,116.751646,2017,LCX
张掖甘州,182,138292,38.805064,100.671783,2017,YZY
朝阳,183,136221,41.541983,120.44019,2017,CHG
伊春林都,184,135326,27.803333,114.30806,2017,LDS
博乐阿拉山口,185,134269,44.898289,82.303693,2017,BPL
阿拉善左旗巴彦浩特,186,121884,38.833507,105.668991,2017,AXF
布尔津喀纳斯,187,121284,48.222971,87.000724,2017,KJI
永州零陵,188,120824,26.338661,111.610046,2017,LLF
甘南夏河,189,118282,34.82166,102.622647,2017,GXH
甘孜康定,190,116324,30.140162,101.741137,2017,KGT
百色巴马,191,109918,23.718051,106.964852,2017,AEB
文山普者黑,192,108571,23.556375,104.328079,2017,WNH
阿勒泰,193,105301,47.751758,88.0869,2017,AAT
通化三源浦,194,104234,42.032771,125.790631,2017,TNH
遵义茅台,195,101563,27.59,106.999725,2017,WMT
黔南州荔波,196,101462,25.447687,107.966151,2017,LLB
黎平,197,93382,26.318645,109.155032,2017,HZH
那拉提,198,84491,43.433139,83.380912,2017,NLT
漠河古莲,199,83801,52.918043,122.432117,2017,OHE
邵阳武冈,200,82232,26.801329,110.645745,2017,WGN
沧源佤山,201,81945,23.264479,99.367726,2017,CWJ
海西德令哈,202,81661,37.129769,97.266855,2017,HXD
石河子花园,203,80949,44.243677,85.895281,2017,SHF
塔城,204,74724,46.67251,83.346901,2017,TCG
果洛,205,70834,34.419851,100.302977,2017,GMQ
阿里昆莎,206,66342,32.099597,80.055558,2017,NGQ
抚远东极,207,65148,48.206004,134.371681,2017,FYJ
日喀则,208,64539,29.348303,89.313836,2017,RKZ
澜沧景迈,209,61407,22.41192,99.789519,2017,JMJ
扎兰屯成吉思汗,210,56675,47.869621,122.768601,2017,NZL
且末,211,50762,38.144079,85.535451,2017,IQM
三沙永兴,212,49810,16.829044,112.34076,2017,XYI
宁蒗泸沽湖,213,47439,27.540396,100.759709,2017,NLH
霍林河,214,47010,45.48492,119.41546,2017,HUO
莎车,215,44218,38.245878,77.062712,2017,QSZ
富蕴可可托海,216,41796,47.751758,88.0869,2017,FYN
海西花土沟,217,38935,37.129769,97.266855,2017,HTT
白城长安,218,31439,45.508143,123.026293,2017,DBC
梧州长州岛,219,27475,23.454392,111.253453,2017,WUZ
松原查干湖,220,24231,44.93954,124.557144,2017,YSQ
额济纳旗桃来,221,23843,42.014143,101.002862,2017,EJN
河池金城江,222,14083,24.801072,107.715025,2017,HCJ
阿拉善右旗巴丹吉林,223,13566,39.225406,101.546915,2017,RHT
阿坝红原,224,12541,32.526648,102.359218,2017,AHJ
建三江湿地,225,11695,47.111009,132.672883,2017,JSJ
神农架红坪,226,10299,31.635114,110.344673,2017,HPG
五大连池德都,227,5505,48.447837,126.132337,2017,DTU
长海大长山岛,228,2958,39.267495,122.671891,2017,CNI
北京首都,1,100983290,40.084152,116.592735,2018,PEK
上海浦东,2,74006331,31.14337,121.805199,2018,PVG
广州白云,3,69720403,23.392429,113.298698,2018,CAN
成都双流,4,52950529,30.57852,103.946999,2018,CTU
深圳宝安,5,49348950,22.63925,113.8106,2018,SZX
昆明长水,6,47088140,25.101944,102.929169,2018,KMG
西安咸阳,7,44653311,34.438157,108.764819,2018,XIY
上海虹桥,8,43628004,31.196099,121.339766,2018,SHA
重庆江北,9,41595887,29.71921,106.641602,2018,CKG
杭州萧山,10,38241630,30.2295,120.434402,2018,HGH
南京禄口,11,28581546,31.742041,118.862,2018,NKG
郑州新郑,12,27334730,34.519669,113.840797,2018,CGO
厦门高崎,13,26553438,24.544029,118.127701,2018,XMN
长沙黄花,14,25266251,28.196667,113.220833,2018,CSX
青岛流亭,15,24535738,36.266102,120.374397,2018,TAO
武汉天河,16,24500356,30.783751,114.208099,2018,WUH
海口美兰,17,24123582,19.934851,110.4589,2018,HAK
天津滨海,18,23591412,39.124352,117.3461,2018,TSN
乌鲁木齐地窝堡,19,23027788,43.907101,87.474243,2018,URC
哈尔滨太平,20,20431432,45.623402,126.250298,2018,HRB
贵阳龙洞堡,21,20094681,26.538521,106.800697,2018,KWE
三亚凤凰,22,20039035,18.302891,109.412201,2018,SYX
沈阳桃仙,23,19027398,41.639839,123.483398,2018,SHE
大连周水子,24,18758171,38.96566,121.538597,2018,DLC
济南遥墙,25,16611795,36.857208,117.215897,2018,TNA
南宁吴圩,26,15091614,22.608259,108.172401,2018,NNG
福州长乐,27,14393532,25.935061,119.6632,2018,FOC
兰州中川,28,13858151,36.51524,103.620697,2018,LHW
太原武宿,29,13588423,37.746891,112.628403,2018,TYN
南昌昌北,30,13524159,28.865,115.900002,2018,KHN
长春龙嘉,31,12969503,43.996208,125.685303,2018,CGQ
呼和浩特白塔,32,12159175,40.853503,111.826381,2018,HET
宁波栎社,33,11718416,29.826679,121.461899,2018,NGB
石家庄正定,34,11332518,38.274376,114.694427,2018,SJW
珠海金湾,35,11220703,22.00666,113.376297,2018,ZUH
温州龙湾,36,11218701,27.91222,120.851898,2018,WNZ
合肥新桥,37,11110596,31.986345,116.970474,2018,HFE
银川河东,38,8944837,38.322769,106.393303,2018,INC
桂林两江,39,8732176,25.2181,110.039101,2018,KWL
烟台蓬莱,40,8433179,37.657223,120.987221,2018,YNT
丽江三义,41,7529935,26.683332,100.25,2018,LJG
泉州晋江,42,7443161,24.794776,118.593069,2018,JJN
无锡硕放,43,7207529,31.492889,120.424377,2018,WUX
北京南苑,44,6512740,39.78279877,116.3880005,2018,NAY
揭阳潮汕,45,6493930,23.5525,116.505836,2018,SWA
西宁曹家堡,46,6339622,36.525322,102.037537,2018,XNN
西双版纳嘎洒,47,4446247,21.972467,100.76475,2018,JHG
拉萨贡嘎,48,4353948,29.29777,90.911942,2018,LXA
绵阳南郊,49,3938882,31.428986,104.743592,2018,MIG
常州奔牛,50,3327722,31.91972,119.778603,2018,CZX
宜昌三峡,51,2948668,30.556473,111.479942,2018,YIH
南通兴东,52,2771326,32.072922,120.975601,2018,NTG
湛江,53,2559507,21.214439,110.358299,2018,ZHA
徐州观音,54,2518799,34.052925,117.554077,2018,XUZ
威海大水泊,55,2508155,37.185852,122.234969,2018,WEH
鄂尔多斯伊金霍洛,56,2475281,39.495789,109.867412,2018,DSN
扬州泰州,57,2384382,32.563057,119.718887,2018,YTY
呼伦贝尔东山,58,2328816,49.209334,119.830223,2018,HLD
北海福成,59,2282218,21.53944,109.2938,2018,BHY
张家界荷花,60,2209911,29.101431,110.447943,2018,DYG
榆林榆阳,61,2090209,38.358264,109.599254,2018,UYN
喀什,62,2060100,39.541251,76.024599,2018,KHG
